ERFASSUNGSNUMMER;JOURNALNAME;ANZAHL_ZEILEN;SUMME_ABS_EUR;ERSTELLER;ERFASST_AM;ERFASST_UM;FREIGEBER;FREIGABEDATUM;FREIGABESTATUS
5640742443;GL-742443;2;712,32;BSP-U02;01.05.2025;09:08:19;BSP-U10;02.05.2025;Freigegeben
5640742445;GL-742445;2;3165,60;BSP-U02;01.05.2025;11:26:33;BSP-U10;05.05.2025;Freigegeben
5640742452;GL-742452;2;140,68;BSP-U02;01.05.2025;10:44:37;BSP-U10;05.05.2025;Freigegeben
5640742455;GL-742455;2;3579,00;BSP-U02;01.05.2025;10:44:46;BSP-U10;02.05.2025;Freigegeben
5640742458;GL-742458;2;11654,16;BSP-U02;01.05.2025;16:23:14;BSP-U10;02.05.2025;Freigegeben
5640742477;GL-742477;2;211,80;BSP-U02;01.05.2025;08:59:47;BSP-U10;02.05.2025;Freigegeben
5640742486;GL-742486;2;155,56;BSP-U02;01.05.2025;11:00:27;BSP-U10;05.05.2025;Freigegeben
5640742490;GL-742490;2;22,58;BSP-U02;01.05.2025;16:00:50;BSP-U10;05.05.2025;Freigegeben
5640742494;GL-742494;2;273,66;BSP-U02;01.05.2025;09:19:40;BSP-U10;02.05.2025;Freigegeben
5640742524;GL-742524;2;147,08;BSP-U02;01.05.2025;16:36:40;BSP-U10;02.05.2025;Freigegeben
5640742541;GL-742541;2;300,00;BSP-U02;01.05.2025;15:28:19;BSP-U10;01.05.2025;Freigegeben
5640742542;GL-742542;2;132,20;BSP-U02;01.05.2025;15:21:11;BSP-U10;01.05.2025;Freigegeben
5640742558;GL-742558;2;51,02;BSP-U02;01.05.2025;16:14:40;BSP-U10;01.05.2025;Freigegeben
5640742559;GL-742559;2;67,66;BSP-U02;01.05.2025;17:03:06;BSP-U10;01.05.2025;Freigegeben
5640742562;GL-742562;2;187,90;BSP-U02;01.05.2025;10:56:02;BSP-U10;05.05.2025;Freigegeben
5640742569;GL-742569;2;73,00;BSP-U02;01.05.2025;10:33:35;BSP-U10;02.05.2025;Freigegeben
5640742576;GL-742576;2;78,78;BSP-U02;01.05.2025;12:13:02;BSP-U10;01.05.2025;Freigegeben
5640742585;GL-742585;2;364,58;BSP-U02;01.05.2025;16:17:02;BSP-U10;01.05.2025;Freigegeben
5640750426;GL-750426;2;53960,00;BSP-U02;01.05.2025;16:49:07;BSP-U10;02.05.2025;Freigegeben
5640730703;GL-730703;2;1000000,00;BSP-U11;02.05.2025;11:42:03;BSP-U02;02.05.2025;Freigegeben
5640740585;GL-740585;2;213732,76;BSP-U11;02.05.2025;08:29:24;BSP-U02;02.05.2025;Freigegeben
5640740591;GL-740591;2;140653,68;BSP-U11;02.05.2025;11:11:24;BSP-U02;02.05.2025;Freigegeben
5640742397;GL-742397;2;212,46;BSP-U02;02.05.2025;10:34:25;BSP-U10;05.05.2025;Freigegeben
5640742409;GL-742409;2;74712,42;BSP-U02;02.05.2025;14:35:31;BSP-U10;05.05.2025;Freigegeben
5640742415;GL-742415;2;2070,88;BSP-U02;02.05.2025;16:36:56;BSP-U10;02.05.2025;Freigegeben
5640742423;GL-742423;2;355,60;BSP-U02;02.05.2025;17:49:26;BSP-U10;05.05.2025;Freigegeben
5640742447;GL-742447;2;32010,98;BSP-U02;02.05.2025;14:34:59;BSP-U10;02.05.2025;Freigegeben
5640742457;GL-742457;2;184,58;BSP-U02;02.05.2025;10:42:30;BSP-U10;02.05.2025;Freigegeben
5640742461;GL-742461;2;5454,28;BSP-U02;02.05.2025;14:56:40;BSP-U10;02.05.2025;Freigegeben
5640742472;GL-742472;2;24,48;BSP-U02;02.05.2025;10:35:10;BSP-U10;05.05.2025;Freigegeben
5640742478;GL-742478;2;10,94;BSP-U02;02.05.2025;10:40:09;BSP-U10;05.05.2025;Freigegeben
5640742500;GL-742500;2;41,84;BSP-U02;02.05.2025;15:03:29;BSP-U10;05.05.2025;Freigegeben
5640742502;GL-742502;2;55,46;BSP-U02;02.05.2025;14:58:16;BSP-U10;05.05.2025;Freigegeben
5640742504;GL-742504;2;86,56;BSP-U02;02.05.2025;10:56:47;BSP-U10;05.05.2025;Freigegeben
5640742508;GL-742508;2;12,42;BSP-U02;02.05.2025;11:19:39;BSP-U10;05.05.2025;Freigegeben
5640742520;GL-742520;2;2152,92;BSP-U02;02.05.2025;07:55:39;BSP-U10;05.05.2025;Freigegeben
5640742530;GL-742530;2;194,54;BSP-U02;02.05.2025;15:18:09;BSP-U10;02.05.2025;Freigegeben
5640742535;GL-742535;2;427,08;BSP-U02;02.05.2025;09:27:44;BSP-U10;05.05.2025;Freigegeben
5640742537;GL-742537;2;95,72;BSP-U02;02.05.2025;14:44:52;BSP-U10;05.05.2025;Freigegeben
5640742548;GL-742548;2;57,12;BSP-U02;02.05.2025;10:32:37;BSP-U10;02.05.2025;Freigegeben
5640742565;GL-742565;2;56,00;BSP-U02;02.05.2025;16:27:08;BSP-U10;05.05.2025;Freigegeben
5640742584;GL-742584;2;1581,00;BSP-U02;02.05.2025;08:52:30;BSP-U10;05.05.2025;Freigegeben
5640748073;GL-748073;378;205580,04;BSP-U10;02.05.2025;14:30:34;BSP-U02;05.05.2025;Freigegeben
5640750924;GL-750924;2;824799,64;BSP-U02;02.05.2025;14:01:06;BSP-U10;05.05.2025;Freigegeben
5640715378;GL-715378;2;1814963,84;BSP-U11;05.05.2025;09:38:41;BSP-U10;07.05.2025;Freigegeben
5640715379;GL-715379;2;948027,20;BSP-U11;05.05.2025;17:55:42;BSP-U10;06.05.2025;Freigegeben
5640719979;GL-719979;2;943418,62;BSP-U11;05.05.2025;09:05:05;BSP-U10;06.05.2025;Freigegeben
5640722090;GL-722090;2;196103,42;BSP-U11;05.05.2025;11:25:21;BSP-U10;06.05.2025;Freigegeben
5640730704;GL-730704;2;676659,44;BSP-U11;05.05.2025;16:51:00;BSP-U02;06.05.2025;Freigegeben
5640730707;GL-730707;2;100,00;BSP-U11;05.05.2025;10:09:16;BSP-U02;06.05.2025;Freigegeben
5640731106;GL-731106;2;34,00;BSP-U11;05.05.2025;15:26:24;BSP-U02;07.05.2025;Freigegeben
5640740497;GL-740497;2;2262128,56;BSP-U11;05.05.2025;17:01:45;BSP-U02;06.05.2025;Freigegeben
5640740595;GL-740595;2;348988,48;BSP-U11;05.05.2025;14:46:17;BSP-U02;05.05.2025;Freigegeben
5640742393;GL-742393;2;25846,90;BSP-U02;05.05.2025;18:36:52;BSP-U10;07.05.2025;Freigegeben
5640742394;GL-742394;2;103,56;BSP-U02;05.05.2025;14:58:00;BSP-U10;05.05.2025;Freigegeben
5640742395;GL-742395;2;28,66;BSP-U02;05.05.2025;16:27:13;BSP-U10;05.05.2025;Freigegeben
5640742399;GL-742399;2;4543,02;BSP-U02;05.05.2025;14:04:27;BSP-U10;05.05.2025;Freigegeben
5640742400;GL-742400;2;213,16;BSP-U02;05.05.2025;09:32:37;BSP-U10;06.05.2025;Freigegeben
5640742402;GL-742402;2;77,78;BSP-U02;05.05.2025;13:01:22;BSP-U10;06.05.2025;Freigegeben
5640742404;GL-742404;2;36,22;BSP-U02;05.05.2025;15:46:32;BSP-U10;05.05.2025;Freigegeben
5640742410;GL-742410;2;258,06;BSP-U02;05.05.2025;14:16:22;BSP-U10;05.05.2025;Freigegeben
5640742411;GL-742411;2;21,76;BSP-U02;05.05.2025;09:41:31;BSP-U10;06.05.2025;Freigegeben
5640742413;GL-742413;2;3717,66;BSP-U02;05.05.2025;09:44:51;BSP-U10;05.05.2025;Freigegeben
5640742414;GL-742414;2;116,28;BSP-U02;05.05.2025;10:07:42;BSP-U10;05.05.2025;Freigegeben
5640742416;GL-742416;2;7586,38;BSP-U02;05.05.2025;13:39:06;BSP-U10;05.05.2025;Freigegeben
5640742417;GL-742417;2;1732,58;BSP-U02;05.05.2025;08:52:38;BSP-U10;07.05.2025;Freigegeben
5640742420;GL-742420;2;1767,96;BSP-U02;05.05.2025;08:31:25;BSP-U10;05.05.2025;Freigegeben
5640742421;GL-742421;2;639,80;BSP-U02;05.05.2025;11:59:54;BSP-U10;05.05.2025;Freigegeben
5640742422;GL-742422;2;655,52;BSP-U02;05.05.2025;17:05:26;BSP-U10;05.05.2025;Freigegeben
5640742424;GL-742424;2;35,90;BSP-U02;05.05.2025;14:06:37;BSP-U10;06.05.2025;Freigegeben
5640742425;GL-742425;2;798,72;BSP-U02;05.05.2025;10:23:18;BSP-U10;07.05.2025;Freigegeben
5640742426;GL-742426;2;104,74;BSP-U02;05.05.2025;13:23:05;BSP-U10;06.05.2025;Freigegeben
5640742427;GL-742427;2;1391,66;BSP-U02;05.05.2025;13:10:40;BSP-U10;05.05.2025;Freigegeben
5640742428;GL-742428;2;2826,78;BSP-U02;05.05.2025;09:59:03;BSP-U10;06.05.2025;Freigegeben
5640742430;GL-742430;2;5696,76;BSP-U02;05.05.2025;08:25:14;BSP-U10;05.05.2025;Freigegeben
5640742432;GL-742432;2;7000,48;BSP-U02;05.05.2025;10:54:19;BSP-U10;07.05.2025;Freigegeben
5640742433;GL-742433;2;14609,38;BSP-U02;05.05.2025;15:56:16;BSP-U10;05.05.2025;Freigegeben
5640742434;GL-742434;2;1752,50;BSP-U02;05.05.2025;07:49:58;BSP-U10;07.05.2025;Freigegeben
5640742436;GL-742436;2;332,80;BSP-U02;05.05.2025;13:47:19;BSP-U10;06.05.2025;Freigegeben
5640742438;GL-742438;2;314,64;BSP-U02;05.05.2025;13:08:02;BSP-U10;06.05.2025;Freigegeben
5640742440;GL-742440;2;1985,48;BSP-U02;05.05.2025;08:42:30;BSP-U10;05.05.2025;Freigegeben
5640742441;GL-742441;2;397,38;BSP-U02;05.05.2025;09:29:26;BSP-U10;06.05.2025;Freigegeben
5640742442;GL-742442;2;153,00;BSP-U02;05.05.2025;13:47:53;BSP-U10;06.05.2025;Freigegeben
5640742444;GL-742444;2;712,32;BSP-U02;05.05.2025;16:12:45;BSP-U10;06.05.2025;Freigegeben
5640742446;GL-742446;2;107,44;BSP-U02;05.05.2025;09:50:09;BSP-U10;06.05.2025;Freigegeben
5640742448;GL-742448;2;3395,44;BSP-U02;05.05.2025;13:19:08;BSP-U10;06.05.2025;Freigegeben
5640742449;GL-742449;2;2291,66;BSP-U02;05.05.2025;09:04:05;BSP-U10;06.05.2025;Freigegeben
5640742450;GL-742450;2;301,76;BSP-U02;05.05.2025;10:00:05;BSP-U10;07.05.2025;Freigegeben
5640742451;GL-742451;2;75,28;BSP-U02;05.05.2025;09:57:03;BSP-U10;06.05.2025;Freigegeben
5640742454;GL-742454;2;77,62;BSP-U02;05.05.2025;15:40:57;BSP-U10;06.05.2025;Freigegeben
5640742456;GL-742456;2;191,26;BSP-U02;05.05.2025;08:40:19;BSP-U10;05.05.2025;Freigegeben
5640742463;GL-742463;2;67,30;BSP-U02;05.05.2025;13:42:33;BSP-U10;07.05.2025;Freigegeben
5640742464;GL-742464;2;59,40;BSP-U02;05.05.2025;09:33:15;BSP-U10;06.05.2025;Freigegeben
5640742465;GL-742465;2;108,70;BSP-U02;05.05.2025;15:16:40;BSP-U10;05.05.2025;Freigegeben
5640742466;GL-742466;2;31,22;BSP-U02;05.05.2025;14:32:09;BSP-U10;05.05.2025;Freigegeben
5640742467;GL-742467;2;64,68;BSP-U02;05.05.2025;09:22:43;BSP-U10;05.05.2025;Freigegeben
5640742468;GL-742468;2;34,52;BSP-U02;05.05.2025;13:36:28;BSP-U10;06.05.2025;Freigegeben
5640742470;GL-742470;2;24,00;BSP-U02;05.05.2025;17:43:16;BSP-U10;05.05.2025;Freigegeben
5640742471;GL-742471;2;74,48;BSP-U02;05.05.2025;15:21:00;BSP-U10;06.05.2025;Freigegeben
5640742473;GL-742473;2;360,72;BSP-U02;05.05.2025;07:40:44;BSP-U10;06.05.2025;Freigegeben
5640742474;GL-742474;2;10,92;BSP-U02;05.05.2025;16:17:53;BSP-U10;07.05.2025;Freigegeben
5640742475;GL-742475;2;75,08;BSP-U02;05.05.2025;14:43:00;BSP-U10;05.05.2025;Freigegeben
5640742480;GL-742480;2;25,50;BSP-U02;05.05.2025;07:24:30;BSP-U10;05.05.2025;Freigegeben
5640742483;GL-742483;2;34,56;BSP-U02;05.05.2025;14:05:01;BSP-U10;07.05.2025;Freigegeben
5640742484;GL-742484;2;13,04;BSP-U02;05.05.2025;09:33:13;BSP-U10;07.05.2025;Freigegeben
5640742485;GL-742485;2;128,58;BSP-U02;05.05.2025;09:04:57;BSP-U10;05.05.2025;Freigegeben
5640742488;GL-742488;2;15,14;BSP-U02;05.05.2025;09:23:37;BSP-U10;05.05.2025;Freigegeben
5640742489;GL-742489;2;44,02;BSP-U02;05.05.2025;08:22:45;BSP-U10;05.05.2025;Freigegeben
5640742491;GL-742491;2;40,00;BSP-U02;05.05.2025;09:33:14;BSP-U10;06.05.2025;Freigegeben
5640742492;GL-742492;2;78,52;BSP-U02;05.05.2025;11:18:41;BSP-U10;06.05.2025;Freigegeben
5640742496;GL-742496;2;52,68;BSP-U02;05.05.2025;13:34:48;BSP-U10;05.05.2025;Freigegeben
5640742497;GL-742497;2;30,68;BSP-U02;05.05.2025;13:08:03;BSP-U10;05.05.2025;Freigegeben
5640742498;GL-742498;2;60,44;BSP-U02;05.05.2025;15:41:13;BSP-U10;06.05.2025;Freigegeben
5640742499;GL-742499;2;38,34;BSP-U02;05.05.2025;16:56:23;BSP-U10;07.05.2025;Freigegeben
5640742503;GL-742503;2;31,62;BSP-U02;05.05.2025;08:59:25;BSP-U10;06.05.2025;Freigegeben
5640742506;GL-742506;2;25,30;BSP-U02;05.05.2025;13:05:22;BSP-U10;05.05.2025;Freigegeben
5640742509;GL-742509;2;265,70;BSP-U02;05.05.2025;09:32:24;BSP-U10;06.05.2025;Freigegeben
5640742522;GL-742522;2;26,88;BSP-U02;05.05.2025;14:03:11;BSP-U10;06.05.2025;Freigegeben
5640742525;GL-742525;2;40,84;BSP-U02;05.05.2025;09:56:30;BSP-U10;05.05.2025;Freigegeben
5640742532;GL-742532;2;479,96;BSP-U02;05.05.2025;15:50:21;BSP-U10;07.05.2025;Freigegeben
5640742533;GL-742533;2;84,34;BSP-U02;05.05.2025;14:42:32;BSP-U10;05.05.2025;Freigegeben
5640742536;GL-742536;2;131,84;BSP-U02;05.05.2025;15:08:13;BSP-U10;06.05.2025;Freigegeben
5640742538;GL-742538;2;145,50;BSP-U02;05.05.2025;10:23:41;BSP-U10;06.05.2025;Freigegeben
5640742540;GL-742540;2;20,38;BSP-U02;05.05.2025;10:44:35;BSP-U10;06.05.2025;Freigegeben
5640742549;GL-742549;2;70,58;BSP-U02;05.05.2025;12:38:07;BSP-U10;05.05.2025;Freigegeben
5640742550;GL-742550;2;101,12;BSP-U02;05.05.2025;17:09:52;BSP-U10;06.05.2025;Freigegeben
5640742554;GL-742554;2;55,48;BSP-U02;05.05.2025;13:35:23;BSP-U10;05.05.2025;Freigegeben
5640742555;GL-742555;2;157,78;BSP-U02;05.05.2025;08:28:25;BSP-U10;06.05.2025;Freigegeben
5640742560;GL-742560;2;94,78;BSP-U02;05.05.2025;17:13:33;BSP-U10;05.05.2025;Freigegeben
5640742561;GL-742561;2;71,14;BSP-U02;05.05.2025;09:12:31;BSP-U10;06.05.2025;Freigegeben
5640742563;GL-742563;2;678,62;BSP-U02;05.05.2025;15:04:11;BSP-U10;06.05.2025;Freigegeben
5640742566;GL-742566;2;56,00;BSP-U02;05.05.2025;13:47:18;BSP-U10;05.05.2025;Freigegeben
5640742567;GL-742567;2;66,54;BSP-U02;05.05.2025;07:56:16;BSP-U10;05.05.2025;Freigegeben
5640742568;GL-742568;2;73,00;BSP-U02;05.05.2025;16:21:31;BSP-U10;06.05.2025;Freigegeben
5640742571;GL-742571;2;50,60;BSP-U02;05.05.2025;08:46:54;BSP-U10;06.05.2025;Freigegeben
5640742573;GL-742573;2;224,84;BSP-U02;05.05.2025;10:15:41;BSP-U10;06.05.2025;Freigegeben
5640742580;GL-742580;2;73,72;BSP-U02;05.05.2025;18:03:18;BSP-U10;06.05.2025;Freigegeben
5640744058;GL-744058;2;6,60;BSP-U11;05.05.2025;16:57:49;BSP-U10;06.05.2025;Freigegeben
5640746937;GL-746937;294;135517,50;BSP-U10;05.05.2025;14:00:04;BSP-U02;05.05.2025;Freigegeben
5640750377;GL-750377;4;60000,00;BSP-U02;05.05.2025;09:13:34;BSP-U10;06.05.2025;Freigegeben
5640750763;GL-750763;186;6286283,54;BSP-U02;05.05.2025;13:31:38;BSP-U10;05.05.2025;Freigegeben
5640750764;GL-750764;186;6286283,54;BSP-U02;05.05.2025;13:11:23;BSP-U10;07.05.2025;Freigegeben
5640750857;GL-750857;2;848106,42;BSP-U02;05.05.2025;14:14:16;BSP-U10;06.05.2025;Freigegeben
5640750858;GL-750858;2;848106,42;BSP-U02;05.05.2025;15:08:27;BSP-U10;05.05.2025;Freigegeben
5640750915;GL-750915;2;848106,42;BSP-U02;05.05.2025;17:33:42;BSP-U10;06.05.2025;Freigegeben
5640750923;GL-750923;2;824799,64;BSP-U02;05.05.2025;17:49:07;BSP-U10;05.05.2025;Freigegeben
5640753545;GL-753545;4;165674,00;BSP-U02;05.05.2025;14:28:16;BSP-U10;05.05.2025;Freigegeben
5640825003;GL-825003;2;21,80;BSP-U10;05.05.2025;16:02:38;BSP-U02;06.05.2025;Freigegeben
5640731105;GL-731105;2;2000,00;BSP-U11;06.05.2025;10:05:45;BSP-U10;06.05.2025;Freigegeben
5640739307;GL-739307;221;950776,36;BSP-U10;06.05.2025;15:59:31;BSP-U02;07.05.2025;Freigegeben
5640740473;GL-740473;2;1000000,00;BSP-U11;06.05.2025;08:56:31;BSP-U02;06.05.2025;Freigegeben
5640740474;GL-740474;2;329921,40;BSP-U11;06.05.2025;08:02:19;BSP-U10;06.05.2025;Freigegeben
5640742398;GL-742398;2;171,48;BSP-U02;06.05.2025;08:59:41;BSP-U10;07.05.2025;Freigegeben
5640742401;GL-742401;2;184,22;BSP-U02;06.05.2025;10:12:23;BSP-U10;06.05.2025;Freigegeben
5640742406;GL-742406;2;14731,12;BSP-U02;06.05.2025;14:26:00;BSP-U10;06.05.2025;Freigegeben
5640742429;GL-742429;2;62910,14;BSP-U02;06.05.2025;09:33:32;BSP-U10;06.05.2025;Freigegeben
5640742435;GL-742435;2;21252,82;BSP-U02;06.05.2025;09:54:39;BSP-U10;06.05.2025;Freigegeben
5640742439;GL-742439;2;296,94;BSP-U02;06.05.2025;09:15:44;BSP-U10;06.05.2025;Freigegeben
5640742453;GL-742453;2;3152,24;BSP-U02;06.05.2025;14:01:56;BSP-U10;07.05.2025;Freigegeben
5640742459;GL-742459;2;206,76;BSP-U02;06.05.2025;18:36:43;BSP-U10;06.05.2025;Freigegeben
5640742469;GL-742469;2;8,72;BSP-U02;06.05.2025;16:03:20;BSP-U10;06.05.2025;Freigegeben
5640742476;GL-742476;2;42,72;BSP-U02;06.05.2025;10:16:15;BSP-U10;08.05.2025;Freigegeben
5640742479;GL-742479;2;14,66;BSP-U02;06.05.2025;18:36:58;BSP-U10;06.05.2025;Freigegeben
5640742481;GL-742481;2;22,18;BSP-U02;06.05.2025;15:11:29;BSP-U10;07.05.2025;Freigegeben
5640742482;GL-742482;2;10,48;BSP-U02;06.05.2025;08:30:51;BSP-U10;08.05.2025;Freigegeben
5640742501;GL-742501;2;111,50;BSP-U02;06.05.2025;10:11:06;BSP-U10;07.05.2025;Freigegeben
5640742527;GL-742527;2;47,62;BSP-U02;06.05.2025;11:47:51;BSP-U10;07.05.2025;Freigegeben
5640742534;GL-742534;2;20,38;BSP-U02;06.05.2025;16:30:43;BSP-U10;06.05.2025;Freigegeben
5640742564;GL-742564;2;47,66;BSP-U02;06.05.2025;09:46:24;BSP-U10;06.05.2025;Freigegeben
5640742570;GL-742570;2;91,16;BSP-U02;06.05.2025;15:26:29;BSP-U10;07.05.2025;Freigegeben
5640742575;GL-742575;2;89,16;BSP-U02;06.05.2025;11:29:22;BSP-U10;07.05.2025;Freigegeben
5640742578;GL-742578;2;73,72;BSP-U02;06.05.2025;16:59:55;BSP-U10;06.05.2025;Freigegeben
5640750425;GL-750425;2;53960,00;BSP-U02;06.05.2025;10:26:18;BSP-U10;07.05.2025;Freigegeben
5640750916;GL-750916;2;848106,42;BSP-U02;06.05.2025;10:31:09;BSP-U10;07.05.2025;Freigegeben
5640730711;GL-730711;2;224308,34;BSP-U11;07.05.2025;13:16:03;BSP-U02;09.05.2025;Freigegeben
5640740592;GL-740592;2;165369,10;BSP-U11;07.05.2025;15:41:15;BSP-U02;08.05.2025;Freigegeben
5640746874;GL-746874;2;396385,26;BSP-U11;07.05.2025;13:36:59;BSP-U02;08.05.2025;Freigegeben
5640747113;GL-747113;2;128016,94;BSP-U11;07.05.2025;11:22:36;BSP-U02;07.05.2025;Freigegeben
5640752394;GL-752394;2;463536,58;BSP-U11;09.05.2025;10:13:08;BSP-U10;12.05.2025;Freigegeben
5640740500;GL-740500;2;503480,96;BSP-U11;12.05.2025;15:39:38;BSP-U02;14.05.2025;Freigegeben
5640754832;GL-754832;2;1636317,54;BSP-U11;12.05.2025;13:45:28;BSP-U10;13.05.2025;Freigegeben
5640754837;GL-754837;2;955717,98;BSP-U11;12.05.2025;16:07:22;BSP-U02;14.05.2025;Freigegeben
5640885966;GL-885966;2;23,98;BSP-U11;12.05.2025;15:12:55;BSP-U02;12.05.2025;Freigegeben
5640885985;GL-885985;2;200,00;BSP-U11;12.05.2025;14:50:35;BSP-U02;13.05.2025;Freigegeben
5640771495;GL-771495;2;1103064,82;BSP-U11;13.05.2025;16:24:55;BSP-U02;14.05.2025;Freigegeben
5640771496;GL-771496;2;459812,32;BSP-U11;13.05.2025;15:12:26;BSP-U10;14.05.2025;Freigegeben
5640771519;GL-771519;2;55368,98;BSP-U11;15.05.2025;13:36:13;BSP-U02;15.05.2025;Freigegeben
5640771521;GL-771521;2;226022,52;BSP-U11;15.05.2025;15:34:31;BSP-U10;16.05.2025;Freigegeben
5640787059;GL-787059;2;789893,38;BSP-U11;15.05.2025;13:29:55;BSP-U10;19.05.2025;Freigegeben
5640885986;GL-885986;2;2000,00;BSP-U11;15.05.2025;16:13:58;BSP-U02;19.05.2025;Freigegeben
5640802025;GL-802025;2;731134,78;BSP-U11;16.05.2025;09:44:09;BSP-U02;16.05.2025;Freigegeben
5640885974;GL-885974;2;32,80;BSP-U11;16.05.2025;10:09:20;BSP-U02;19.05.2025;Freigegeben
5640802030;GL-802030;2;254211,38;BSP-U11;19.05.2025;15:35:20;BSP-U10;19.05.2025;Freigegeben
5640822310;GL-822310;2;947513,86;BSP-U11;19.05.2025;09:40:31;BSP-U02;19.05.2025;Freigegeben
5640825004;GL-825004;2;2000,00;BSP-U10;19.05.2025;13:53:36;BSP-U02;20.05.2025;Freigegeben
5640885972;GL-885972;2;148,00;BSP-U11;19.05.2025;15:38:25;BSP-U02;20.05.2025;Freigegeben
5640825005;GL-825005;2;3000,00;BSP-U10;21.05.2025;13:21:15;BSP-U02;22.05.2025;Freigegeben
5640885987;GL-885987;2;3000,00;BSP-U11;21.05.2025;18:03:24;BSP-U02;22.05.2025;Freigegeben
5640822405;GL-822405;2;343527,60;BSP-U11;22.05.2025;07:49:19;BSP-U02;23.05.2025;Freigegeben
5640832736;GL-832736;2;22152,42;BSP-U11;23.05.2025;10:08:20;BSP-U10;23.05.2025;Freigegeben
5640822333;GL-822333;2;661396,42;BSP-U11;26.05.2025;14:14:17;BSP-U10;27.05.2025;Freigegeben
5640824214;GL-824214;2;100628,48;BSP-U11;26.05.2025;15:51:09;BSP-U02;28.05.2025;Freigegeben
5640824215;GL-824215;2;343722,16;BSP-U11;26.05.2025;09:23:34;BSP-U10;28.05.2025;Freigegeben
5640832732;GL-832732;2;337469,76;BSP-U11;26.05.2025;07:32:22;BSP-U02;28.05.2025;Freigegeben
5640834851;GL-834851;2;393057,16;BSP-U11;26.05.2025;15:55:56;BSP-U02;26.05.2025;Freigegeben
5640843233;GL-843233;228;158210,48;BSP-U10;26.05.2025;14:36:02;BSP-U02;26.05.2025;Freigegeben
5640885981;GL-885981;2;40,80;BSP-U11;26.05.2025;17:56:22;BSP-U02;27.05.2025;Freigegeben
5640841856;GL-841856;2;643577,46;BSP-U11;27.05.2025;10:35:24;BSP-U10;27.05.2025;Freigegeben
5640843234;GL-843234;318;113408,58;BSP-U10;27.05.2025;10:15:43;BSP-U02;28.05.2025;Freigegeben
5640885982;GL-885982;2;5,00;BSP-U11;27.05.2025;10:36:17;BSP-U02;28.05.2025;Freigegeben
5640834849;GL-834849;2;1266127,32;BSP-U11;28.05.2025;15:21:15;BSP-U02;28.05.2025;Freigegeben
5640841867;GL-841867;2;273475,16;BSP-U11;02.06.2025;15:20:01;BSP-U10;02.06.2025;Freigegeben
5640863082;GL-863082;2;100,00;BSP-U11;02.06.2025;11:10:54;BSP-U10;03.06.2025;Freigegeben
5640864471;GL-864471;2;499134,14;BSP-U11;02.06.2025;12:14:00;BSP-U02;03.06.2025;Freigegeben
5640875382;GL-875382;2;28,66;BSP-U02;02.06.2025;10:47:50;BSP-U10;03.06.2025;Freigegeben
5640875386;GL-875386;2;4543,02;BSP-U02;02.06.2025;14:36:45;BSP-U10;03.06.2025;Freigegeben
5640875387;GL-875387;2;213,16;BSP-U02;02.06.2025;15:26:34;BSP-U10;03.06.2025;Freigegeben
5640875388;GL-875388;2;184,22;BSP-U02;02.06.2025;11:44:16;BSP-U10;02.06.2025;Freigegeben
5640875389;GL-875389;2;77,78;BSP-U02;02.06.2025;10:56:52;BSP-U10;03.06.2025;Freigegeben
5640875391;GL-875391;2;36,22;BSP-U02;02.06.2025;10:31:47;BSP-U10;02.06.2025;Freigegeben
5640875393;GL-875393;2;14731,12;BSP-U02;02.06.2025;15:11:09;BSP-U10;03.06.2025;Freigegeben
5640875397;GL-875397;2;258,06;BSP-U02;02.06.2025;10:43:20;BSP-U10;02.06.2025;Freigegeben
5640875405;GL-875405;2;91,64;BSP-U02;02.06.2025;12:37:27;BSP-U10;02.06.2025;Freigegeben
5640875406;GL-875406;2;5867,86;BSP-U02;02.06.2025;11:20:09;BSP-U10;03.06.2025;Freigegeben
5640875407;GL-875407;2;1767,96;BSP-U02;02.06.2025;15:33:12;BSP-U10;03.06.2025;Freigegeben
5640875416;GL-875416;2;62910,14;BSP-U02;02.06.2025;10:52:23;BSP-U10;02.06.2025;Freigegeben
5640875418;GL-875418;2;48846,60;BSP-U02;02.06.2025;10:39:44;BSP-U10;03.06.2025;Freigegeben
5640875421;GL-875421;2;1752,50;BSP-U02;02.06.2025;14:36:41;BSP-U10;02.06.2025;Freigegeben
5640875425;GL-875425;2;314,64;BSP-U02;02.06.2025;15:15:57;BSP-U10;02.06.2025;Freigegeben
5640875431;GL-875431;2;712,32;BSP-U02;02.06.2025;16:02:19;BSP-U10;02.06.2025;Freigegeben
5640875432;GL-875432;2;3165,60;BSP-U02;02.06.2025;11:01:21;BSP-U10;02.06.2025;Freigegeben
5640875434;GL-875434;2;32010,98;BSP-U02;02.06.2025;08:52:53;BSP-U10;03.06.2025;Freigegeben
5640875445;GL-875445;2;11654,16;BSP-U02;02.06.2025;08:21:11;BSP-U10;03.06.2025;Freigegeben
5640875448;GL-875448;2;5674,34;BSP-U02;02.06.2025;15:15:31;BSP-U10;03.06.2025;Freigegeben
5640875450;GL-875450;2;67,30;BSP-U02;02.06.2025;10:38:10;BSP-U10;03.06.2025;Freigegeben
5640875461;GL-875461;2;15,20;BSP-U02;02.06.2025;11:27:48;BSP-U10;03.06.2025;Freigegeben
5640875463;GL-875463;2;42,72;BSP-U02;02.06.2025;09:09:09;BSP-U10;02.06.2025;Freigegeben
