BUCHUNGSNUMMER;SACHKONTO;BUCHUNGSDATUM;AENDERUNGSART;BENUTZER;GEAENDERT_AM;GEAENDERT_UM;BEMERKUNG;FESTSCHREIBUNG_VOR_AENDERUNG
5661367886;448020-XGSFTOP30 140 _G-802441---XPS-10--XGSFTOP30 140 _G|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661367888;448020-XGSFTOP30 160 _G-802441---XPS-10--XGSFTOP30 160 _G|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661367890;448020-XGSFTOP30 180-802441---XPS-10--XGSFTOP30 180|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661367892;448020-XGSFTOP30TB 200 _G-802441---XPS-10--XGSFTOP30TB 200 _G|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661367894;448020-XGSFTOP70 160-802441---XPS-10--XGSFTOP70 160|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661367896;448020-XPGKTOP 060-802441---XPS-10--XPGKTOP 060|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661367898;448020-XPGKTOP 080-802441---XPS-10--XPGKTOP 080|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661367900;448020-XPGKTOP 100-802441---XPS-10--XPGKTOP 100|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661367902;448020-XPGKTOP 120-802441---XPS-10--XPGKTOP 120|10|802441|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368010;448020-UPL 010 2600-802446---UNI-10--UPL 010 2600|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368021;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368041;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368039;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368017;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368013;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368037;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368019;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368049;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368011;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368015;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368067;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368023;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368025;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368051;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368027;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368057;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368069;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368047;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368029;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368053;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368055;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368061;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368063;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368059;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368045;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368031;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368065;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368033;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368043;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368035;440020-BSP-802446----10--BSP|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368012;448020-UPL 020 2600-802446---UNI-10--UPL 020 2600|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368014;448020-UPL 030 2600-802446---UNI-10--UPL 030 2600|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368016;448020-UPL 040 2600-802446---UNI-10--UPL 040 2600|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368018;448020-UPL 050 2600-802446---UNI-10--UPL 050 2600|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368020;448020-XGSFPRM30 060-802446---XPS-10--XGSFPRM30 060|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368022;448020-XGSFPRM30 080-802446---XPS-10--XGSFPRM30 080|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368024;448020-XGSFPRM30 140-802446---XPS-10--XGSFPRM30 140|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368026;448020-XGSFTOP30 050-802446---XPS-10--XGSFTOP30 050|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368028;448020-XGSFTOP30 060-802446---XPS-10--XGSFTOP30 060|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368030;448020-XGSFTOP30 080 _G-802446---XPS-10--XGSFTOP30 080 _G|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368032;448020-XGSFTOP30 100 _G-802446---XPS-10--XGSFTOP30 100 _G|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368034;448020-XGSFTOP30 120 _G-802446---XPS-10--XGSFTOP30 120 _G|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368036;448020-XGSFTOP30 140 _G-802446---XPS-10--XGSFTOP30 140 _G|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368038;448020-XGSFTOP30 160 _G-802446---XPS-10--XGSFTOP30 160 _G|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368040;448020-XGSFTOP50 080-802446---XPS-10--XGSFTOP50 080|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368042;448020-XGSFTOP50 100-802446---XPS-10--XGSFTOP50 100|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368044;448020-XGSFTOP50 120-802446---XPS-10--XGSFTOP50 120|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368046;448020-XGSFTOP50 140-802446---XPS-10--XGSFTOP50 140|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368048;448020-XPGKPRM 140-802446---XPS-10--XPGKPRM 140|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368050;448020-XPGKTOP 020-802446---XPS-10--XPGKTOP 020|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368052;448020-XPGKTOP 030-802446---XPS-10--XPGKTOP 030|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368054;448020-XPGKTOP 040-802446---XPS-10--XPGKTOP 040|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368056;448020-XPGKTOP 050-802446---XPS-10--XPGKTOP 050|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368058;448020-XPGKTOP 060-802446---XPS-10--XPGKTOP 060|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368060;448020-XPGKTOP 080-802446---XPS-10--XPGKTOP 080|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368062;448020-XPGKTOP 100-802446---XPS-10--XPGKTOP 100|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368064;448020-XPGKTOP 120-802446---XPS-10--XPGKTOP 120|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368066;448020-XPGKTOP 140-802446---XPS-10--XPGKTOP 140|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368068;448020-XPGKTOP 160-802446---XPS-10--XPGKTOP 160|10|802446|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368070;448020-XGGKTOP30 030-802449---XPS-10--XGGKTOP30 030|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368105;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368085;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368107;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368103;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368077;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368071;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368099;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368075;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368083;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368087;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368073;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368097;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368089;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368091;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368095;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368079;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368101;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368093;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368081;440020-BSP-802449----10--BSP|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368072;448020-XGSFPRM30 180-802449---XPS-10--XGSFPRM30 180|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368074;448020-XGSFTOP30 060-802449---XPS-10--XGSFTOP30 060|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368076;448020-XGSFTOP30 080 _G-802449---XPS-10--XGSFTOP30 080 _G|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368078;448020-XGSFTOP30 100 _G-802449---XPS-10--XGSFTOP30 100 _G|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368080;448020-XGSFTOP30 120 _G-802449---XPS-10--XGSFTOP30 120 _G|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368082;448020-XGSFTOP30 160 _G-802449---XPS-10--XGSFTOP30 160 _G|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368084;448020-XPGKPLUS 120-802449---XPS-10--XPGKPLUS 120|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368086;448020-XPGKTOP 020-802449---XPS-10--XPGKTOP 020|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368088;448020-XPGKTOP 030-802449---XPS-10--XPGKTOP 030|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368090;448020-XPGKTOP 040-802449---XPS-10--XPGKTOP 040|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368092;448020-XPGKTOP 050-802449---XPS-10--XPGKTOP 050|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368094;448020-XPGKTOP 060-802449---XPS-10--XPGKTOP 060|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368096;448020-XPGKTOP 080-802449---XPS-10--XPGKTOP 080|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368098;448020-XPGKTOP 100-802449---XPS-10--XPGKTOP 100|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368100;448020-XPGKTOP 120-802449---XPS-10--XPGKTOP 120|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368102;448020-XPGKTOP 140-802449---XPS-10--XPGKTOP 140|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368104;448020-XPGKTOPTB 180-802449---XPS-10--XPGKTOPTB 180|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368106;448020-XPGKTOPTB 200-802449---XPS-10--XPGKTOPTB 200|10|802449|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368108;448020-XGSFTOP30 120 _G-802450---XPS-10--XGSFTOP30 120 _G|10|802450|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368109;440020-BSP-802450----10--BSP|10|802450|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368111;440020-BSP-802450----10--BSP|10|802450|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368110;448020-XGSFTOP50 120-802450---XPS-10--XGSFTOP50 120|10|802450|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368112;448020-XGSFTOP30 040-802451---XPS-10--XGSFTOP30 040|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368117;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368115;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368135;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368133;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368137;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368119;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368113;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368131;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368121;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368129;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368127;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5661368123;440020-BSP-802451----10--BSP|10|802451|-|-;11.07.2025;Stornobuchung (Generalstorno);BSP-U10;16.07.2025;14:21:25;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
